timestamp,date,state,commodity,brand,tier,standard,price_inr_per_mt,source
2026-07-30 10:00:00,2026-07-30,Kerala,CEMENT,Dalmia / Ramco (Peninsular/Eastern Tier-1),Tier-1 Regional,IS 1489 PSC,7640.0,Empirical Mandi / Stockyard Registry
2026-08-06 10:00:00,2026-08-06,Kerala,CEMENT,Dalmia / Ramco (Peninsular/Eastern Tier-1),Tier-1 Regional,IS 1489 PSC,7700.0,Empirical Mandi / Stockyard Registry
2026-08-13 10:00:00,2026-08-13,Kerala,CEMENT,Dalmia / Ramco (Peninsular/Eastern Tier-1),Tier-1 Regional,IS 1489 PSC,7730.0,Empirical Mandi / Stockyard Registry
2026-08-20 10:00:00,2026-08-20,Kerala,CEMENT,Dalmia / Ramco (Peninsular/Eastern Tier-1),Tier-1 Regional,IS 1489 PSC,7810.0,Empirical Mandi / Stockyard Registry
2026-08-27 10:00:00,2026-08-27,Kerala,CEMENT,Dalmia / Ramco (Peninsular/Eastern Tier-1),Tier-1 Regional,IS 1489 PSC,7920.0,Empirical Mandi / Stockyard Registry
2026-09-03 10:00:00,2026-09-03,Kerala,CEMENT,Dalmia / Ramco (Peninsular/Eastern Tier-1),Tier-1 Regional,IS 1489 PSC,8010.0,Empirical Mandi / Stockyard Registry
2026-09-10 10:00:00,2026-09-10,Kerala,CEMENT,Dalmia / Ramco (Peninsular/Eastern Tier-1),Tier-1 Regional,IS 1489 PSC,8040.0,Empirical Mandi / Stockyard Registry
2026-09-17 10:00:00,2026-09-17,Kerala,CEMENT,Dalmia / Ramco (Peninsular/Eastern Tier-1),Tier-1 Regional,IS 1489 PSC,8170.0,Empirical Mandi / Stockyard Registry
2026-07-02 10:00:00,2026-07-02,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,58900.0,Empirical Mandi / Stockyard Registry
2026-07-09 10:00:00,2026-07-09,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,59080.0,Empirical Mandi / Stockyard Registry
2026-07-16 10:00:00,2026-07-16,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,58960.0,Empirical Mandi / Stockyard Registry
2026-07-23 10:00:00,2026-07-23,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,59040.0,Empirical Mandi / Stockyard Registry
2026-07-30 10:00:00,2026-07-30,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,59340.0,Empirical Mandi / Stockyard Registry
2026-08-06 10:00:00,2026-08-06,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,59520.0,Empirical Mandi / Stockyard Registry
2026-08-13 10:00:00,2026-08-13,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,59430.0,Empirical Mandi / Stockyard Registry
2026-08-20 10:00:00,2026-08-20,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,59490.0,Empirical Mandi / Stockyard Registry
2026-08-27 10:00:00,2026-08-27,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,59620.0,Empirical Mandi / Stockyard Registry
2026-09-03 10:00:00,2026-09-03,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,59880.0,Empirical Mandi / Stockyard Registry
2026-09-10 10:00:00,2026-09-10,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,59970.0,Empirical Mandi / Stockyard Registry
2026-09-17 10:00:00,2026-09-17,Kerala,STEEL,Tata Tiscon (Primary),Primary Integrated,IS 1786 Fe-500D,60190.0,Empirical Mandi / Stockyard Registry
2026-07-02 10:00:00,2026-07-02,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53500.0,Empirical Mandi / Stockyard Registry
2026-07-09 10:00:00,2026-07-09,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53200.0,Empirical Mandi / Stockyard Registry
2026-07-16 10:00:00,2026-07-16,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53580.0,Empirical Mandi / Stockyard Registry
2026-07-23 10:00:00,2026-07-23,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53330.0,Empirical Mandi / Stockyard Registry
2026-07-30 10:00:00,2026-07-30,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53850.0,Empirical Mandi / Stockyard Registry
2026-08-06 10:00:00,2026-08-06,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53470.0,Empirical Mandi / Stockyard Registry
2026-08-13 10:00:00,2026-08-13,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53720.0,Empirical Mandi / Stockyard Registry
2026-08-20 10:00:00,2026-08-20,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53540.0,Empirical Mandi / Stockyard Registry
2026-08-27 10:00:00,2026-08-27,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53930.0,Empirical Mandi / Stockyard Registry
2026-09-03 10:00:00,2026-09-03,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53670.0,Empirical Mandi / Stockyard Registry
2026-09-10 10:00:00,2026-09-10,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,53880.0,Empirical Mandi / Stockyard Registry
2026-09-17 10:00:00,2026-09-17,Kerala,STEEL,Kamdhenu Nxt (Tier-2),Secondary National,IS 1786 Fe-500,54220.0,Empirical Mandi / Stockyard Registry
2026-07-02 10:00:00,2026-07-02,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1450.0,Empirical Mandi / Stockyard Registry
2026-07-09 10:00:00,2026-07-09,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1470.0,Empirical Mandi / Stockyard Registry
2026-07-16 10:00:00,2026-07-16,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1480.0,Empirical Mandi / Stockyard Registry
2026-07-23 10:00:00,2026-07-23,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1510.0,Empirical Mandi / Stockyard Registry
2026-07-30 10:00:00,2026-07-30,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1530.0,Empirical Mandi / Stockyard Registry
2026-08-06 10:00:00,2026-08-06,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1565.0,Empirical Mandi / Stockyard Registry
2026-08-13 10:00:00,2026-08-13,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1590.0,Empirical Mandi / Stockyard Registry
2026-08-20 10:00:00,2026-08-20,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1605.0,Empirical Mandi / Stockyard Registry
2026-08-27 10:00:00,2026-08-27,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1650.0,Empirical Mandi / Stockyard Registry
2026-09-03 10:00:00,2026-09-03,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1680.0,Empirical Mandi / Stockyard Registry
2026-09-10 10:00:00,2026-09-10,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1700.0,Empirical Mandi / Stockyard Registry
2026-09-17 10:00:00,2026-09-17,Kerala,AGGREGATES,Machine Crushed Blue Metal (20mm Grade-A),Standard Spec,IS 383:2016,1750.0,Empirical Mandi / Stockyard Registry
2026-07-02 10:00:00,2026-07-02,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1680.0,Empirical Mandi / Stockyard Registry
2026-07-09 10:00:00,2026-07-09,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1705.0,Empirical Mandi / Stockyard Registry
2026-07-16 10:00:00,2026-07-16,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1720.0,Empirical Mandi / Stockyard Registry
2026-07-23 10:00:00,2026-07-23,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1755.0,Empirical Mandi / Stockyard Registry
2026-07-30 10:00:00,2026-07-30,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1785.0,Empirical Mandi / Stockyard Registry
2026-08-06 10:00:00,2026-08-06,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1830.0,Empirical Mandi / Stockyard Registry
2026-08-13 10:00:00,2026-08-13,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1865.0,Empirical Mandi / Stockyard Registry
2026-08-20 10:00:00,2026-08-20,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1885.0,Empirical Mandi / Stockyard Registry
2026-08-27 10:00:00,2026-08-27,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1940.0,Empirical Mandi / Stockyard Registry
2026-09-03 10:00:00,2026-09-03,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,1980.0,Empirical Mandi / Stockyard Registry
2026-09-10 10:00:00,2026-09-10,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,2005.0,Empirical Mandi / Stockyard Registry
2026-09-17 10:00:00,2026-09-17,Kerala,AGGREGATES,VSI Crushed Micro-Aggregate / Plaster Sand,Premium Spec,IS 383:2016,2065.0,Empirical Mandi / Stockyard Registry
